kategoria;spec;L;T;C;M;SR;N;canopy_height;leaf_dmc;leaf_mass;leaf_size;SLA;life_span;seed_mass;seed_number_per_shoot;strategy;dominant_pollinator;class;fam
wysoka;Daphne mezereum;4;NA;4;5;7;5;0.7625;186.5;24.1;340.9;28.91561489;perennials;43.9;11.75;c (competitors);selfing;Que-Fag;Thymeleaceae
nie;Datura stramonium;8;6;NA;4;7;8;1.375;132.235;667.1875;14739.875;28.30328967;annuals;9.033733333;3307.75;cr (competitors/ruderals);selfing;Ste med;Solanaceae
nie;Daucus carota;8;6;5;4;NA;4;0.393;232.045;12.84;NA;19.56374252;mixed;1.162881452;32745.22222;cr (competitors/ruderals);selfing;Art vul;Apiaceae
nie;Deschampsia cespitosa;6;NA;NA;7;NA;3;0.4325;337.294;32.4951702;342.3339583;14.84337456;perennials;0.211112281;25240.64333;c (competitors);wind;Mol-Arr;Poaceae
wysoka;Deschampsia flexuosa;6;NA;2;NA;2;3;0.075;329.55;2.9155;40.575;17.61581818;perennials;0.311700901;2484.791429;cs (competitors/stress-tolerators);wind;Vac-Pic;Poaceae
nie;Descurainia sophia;8;6;7;4;NA;6;0.45;180.68;26.305;765.75;27.145;mixed;0.1;196857.2381;cr (competitors/ruderals);selfing;Ste med;Brassicaceae
nie;Dianthus carthusianorum;8;5;4;3;7;2;0.26;NA;NA;NA;16.24;perennials;1.027333333;696.5;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Caryophyllaceae
nie;Dianthus deltoides;8;5;4;3;3;2;0.22;262;1.496052632;24;16.05;perennials;0.202672727;32219.14761;csr (competitors/stress-tolerators/ruderals);insect;Koe-Cor;Caryophyllaceae
niska;Dianthus superbus;7;6;7;8;8;2;0.38;191.63;11.56;247;22.605;perennials;0.916;1413.9;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Caryophyllaceae
nie;Digitaria ischaemum;7;6;4;5;2;3;0.16;165.18;7.376666667;109.875;40.615;annuals;0.748;440.462963;r (ruderals);wind;Ste med;Poaceae
nie;Digitaria sanguinalis;7;7;3;4;5;5;0.19;170.2;8.625;290.25;35.25;annuals;0.97;67952.5;r (ruderals);wind;0;Scrophulariaceae
wysoka;Diphasium complanatum;6;4;7;4;1;2;0.1;293.63;14.95;111;NA;perennials;NA;1008928;csr (competitors/stress-tolerators/ruderals);NA;Vac-Pic;Lycopodiaceae
nie;Diplotaxis muralis;8;8;3;4;8;5;0.17;139.775;33.93;710.5;21.05;mixed;0.209333333;3470.75;csr (competitors/stress-tolerators/ruderals);selfing;Ste med;Brassicaceae
nie;Diplotaxis tenuifolia;8;7;3;3;NA;6;0.35;113;113.478777;2296;22.45;perennials;0.2836;5601.666667;cr (competitors/ruderals);selfing;Art vul;Brassicaceae
nie;Dipsacus sylvestris;9;6;3;6;8;7;0.9;167;1118.242889;23937;NA;perennials;2.709285714;129705.4167;cr (competitors/ruderals);selfing;Art vul;Dipsacaceae
nie;Doronicum columnae;NA;NA;NA;NA;NA;NA;0.25;NA;NA;NA;NA;NA;0.766;NA;c (competitors);insect;0;Asteraceae
wysoka;Drosera rotundifolia;8;4;3;9;1;1;0.0825;134.865;2.17;86.75;44.8254428;perennials;0.017607692;1153.357143;s (stress-tolerators);selfing;Oxy-Sph;Droseraceae
nie;Dryopteris carthusiana;5;NA;3;NA;4;3;0.375;275.39;403.6875122;18468;24.835;perennials;NA;NA;cs (competitors/stress-tolerators);NA;0;Aspidiaceae
nie;Dryopteris dilatata;4;NA;3;6;NA;7;0.6;277;1949.97279;46655;20.96666667;perennials;NA;NA;cs (competitors/stress-tolerators);NA;Vac-Pic;Aspidiaceae
nie;Dryopteris filix-mas;3;NA;3;5;5;6;0.75;295;3953.16974;95617;24.2;perennials;NA;5214192;cs (competitors/stress-tolerators);NA;Que-Fag;Aspidiaceae
nie;Echinochloa crus-galli;6;7;5;5;NA;8;0.575;189.795;76.90086949;2264.625;28.08666667;annuals;2.334769231;17310.52273;cr (competitors/ruderals);wind;Ste med;Poaceae
nie;Echinocystis lobata;7;8;NA;9;8;8;3.5;NA;NA;NA;NA;annuals;237.452;NA;cr (competitors/ruderals);insect;Art vul;Cucurbitaceae
nie;Echinops sphaerocephalus;8;7;6;4;8;7;1.075;NA;NA;NA;NA;perennials;28.4066;NA;c (competitors);insect;Art vul;Asteraceae
nie;Echium vulgare;9;6;3;4;8;4;0.433333333;142;282.5035784;4523;14.45;perennials;2.959325;24463.8;cr (competitors/ruderals);insect;Art vul;Boraginaceae
nie;Elaeagnus angustifolia;NA;NA;NA;NA;NA;NA;3.65;NA;NA;NA;NA;perennials;149.511;NA;c (competitors);insect;0;Eleagnaceae
niska;Eleocharis palustris;8;NA;NA;10;NA;NA;0.525;217.76;NA;NA;10.31;mixed;1.011866667;36833.83334;cs (competitors/stress-tolerators);wind;Phr aus;Cyperaceae
wysoka;Eleocharis quinqueflora;8;NA;3;9;7;2;0.1;299.29;6.02;58.5;8.79;perennials;0.964457143;6.958333333;csr (competitors/stress-tolerators/ruderals);wind;Sch-Car;Cyperaceae
wysoka;Eleocharis uniglumis;7;5;NA;10;7;5;0.225;186.53;4.66;NA;14.62;perennials;1.4915;NA;csr (competitors/stress-tolerators/ruderals);wind;Jun mar;Cyperaceae
nie;Elodea canadensis;7;6;5;12;7;7;NA;272.4;0.572653061;22;37.255;perennials;NA;0;NA;NA;Pot;Hydrocharitaceae
wysoka;Elymus caninus;6;6;3;6;7;8;0.675;309.5;42.86202217;1156.5;27.85;perennials;4.462388889;152.0142857;c (competitors);wind;Art vul;Poaceae
nie;Elymus repens;7;6;7;NA;NA;7;0.75;273.0475;85.63702268;2361.666667;23.78223478;perennials;2.37525;1536.06;c (competitors);wind;Art vul;Poaceae
nie;Epilobium adenocaulon;7;6;NA;5;7;8;0.75;160.6925;28.23658847;917.9375;NA;perennials;0.074090909;352916.9697;c (competitors);selfing;Ste med;Onagraceae
nie;Epilobium angustifolium;8;NA;5;5;5;8;0.5;228;201.6;3811;22.91;perennials;0.05555;223691.5313;c (competitors);selfing;0;Onagraceae
nie;Epilobium hirsutum;7;5;5;8;8;8;1.033333333;208;130.14081;2833;26.92;perennials;0.127777778;57674.51852;c (competitors);selfing;Art vul;Onagraceae
niska;Epilobium montanum;4;NA;3;5;6;6;0.35;229.3333333;91.7561712;2187;28.27444444;perennials;0.1267;417429.55;cs (competitors/stress-tolerators);selfing;Art vul;Onagraceae
niska;Epilobium palustre;7;5;NA;9;3;2;0.275;144.9133333;11.4892804;492.3333333;33.554;perennials;0.08145;9066;csr (competitors/stress-tolerators/ruderals);selfing;Sch-Car;Onagraceae
nie;Epilobium parviflorum;7;5;3;9;8;6;0.433333333;160.3333333;24.9194993;779;29.775;perennials;0.079411111;NA;cs (competitors/stress-tolerators);selfing;Art vul;Onagraceae
niska;Epilobium roseum;7;6;4;9;8;8;0.4;150;13.54926731;654;48.3;perennials;0.09084;NA;cs (competitors/stress-tolerators);selfing;Phr aus;Onagraceae
nie;Epilobium tetragonum;7;6;4;8;6;5;0.441666667;NA;NA;NA;15.9;perennials;0.09521;2536;cs (competitors/stress-tolerators);selfing;0;Onagraceae
nie;Epipactis helleborine;3;5;3;5;7;5;NA;204.1733333;95.035;2582.833333;28.81;perennials;0.004;1385502.76;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Orchideaceae
wysoka;Epipactis palustris;8;5;3;9;8;2;0.275;184.665;49.67;1466;22.685;perennials;NA;27750;csr (competitors/stress-tolerators/ruderals);selfing;Sch-Car;Orchideaceae
nie;Equisetum arvense;6;NA;NA;NA;NA;3;0.325;237.805;178.645;167;10.7269967;perennials;NA;NA;cr (competitors/ruderals);NA;Art vul;Equisetaceae
niska;Equisetum fluviatile;8;4;NA;10;NA;5;1;267.61;20.05;185.5;9.35;perennials;NA;NA;cs (competitors/stress-tolerators);NA;Phr aus;Equisetaceae
nie;Equisetum hyemale;5;5;5;7;7;6;0.95;154.2;456.415;1379.5;2.97;perennials;NA;NA;cs (competitors/stress-tolerators);NA;0;Equisetaceae
nie;Equisetum palustre;7;NA;5;8;NA;3;0.3;201.8;14.55;NA;8;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);NA;Mol-Arr;Equisetaceae
niska;Equisetum pratense;5;4;7;6;7;2;0.325;NA;NA;NA;NA;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);NA;Que-Fag;Equisetaceae
wysoka;Equisetum variegatum;8;3;7;9;8;2;0.2;NA;NA;NA;6.329113924;perennials;NA;NA;cs (competitors/stress-tolerators);NA;Sch-Car;Equisetaceae
nie;Eragrostis minor;8;7;5;3;NA;4;0.125;237.1266667;3.015;118.09;36.16666667;annuals;0.092;131780.1429;r (ruderals);wind;Ste med;Poaceae
nie;Eranthis hyemalis;NA;NA;NA;NA;NA;NA;0.083333333;NA;NA;NA;NA;perennials;5.3884;NA;csr (competitors/stress-tolerators/ruderals);selfing;0;Ranunculaceae
nie;Erigeron acer;9;5;7;4;8;2;0.325;194.6666667;18.82810837;368.3333333;18.96428572;mixed;0.11052;1157;r (ruderals);selfing;Fes-Bro;Asteraceae
nie;Erigeron annuus;7;6;NA;6;NA;8;0.7875;200.74;41.91;859;27.73;mixed;NA;7143.333333;cr (competitors/ruderals);insect;Art vul;Asteraceae
niska;Eriophorum angustifolium;8;NA;NA;9;4;2;0.196666667;342;85.80206997;885.4466667;10.46428571;perennials;0.599692308;1640.066667;cs (competitors/stress-tolerators);wind;Sch-Car;Cyperaceae
wysoka;Eriophorum latifolium;8;NA;3;9;8;2;0.2625;292.1066667;23.43666667;365.87;15.75;perennials;0.860288889;78.5;cs (competitors/stress-tolerators);wind;Sch-Car;Cyperaceae
nie;Erodium cicutarium;8;6;5;4;NA;NA;0.6;201.4025;60.19809524;1742.5;25.6665055;mixed;1.409685714;15108.33333;r (ruderals);selfing;Ste med;Geraniaceae
nie;Erophila verna;8;6;3;NA;NA;2;0.03;166.13;0.26;NA;42.48202512;mixed;0.02561;320089.5556;sr (stress-tolerators/ruderals);selfing;Ste med;Brassicaceae
nie;Eruca sativa;8;6;3;4;7;6;NA;NA;NA;NA;NA;NA;NA;NA;cr (competitors/ruderals);selfing;0;Brassicaceae
nie;Erysimum cheiranthoides;7;5;NA;5;7;7;0.308333333;217.6466667;48.81298868;1216.666667;22.26449855;mixed;0.912384615;6751.088235;cr (competitors/ruderals);selfing;Ste med;Brassicaceae
niska;Euonymus europaeus;6;5;3;5;8;5;3.416666667;243.5;NA;1181.5;14.63556863;perennials;52.1392;3.416666667;c (competitors);insect;Rha-Pru;Celastraceae
niska;Eupatorium cannabinum;7;5;3;7;7;8;1;202;284.1747029;6438.5;29.144;perennials;0.32999;10181.90385;c (competitors);selfing;Art vul;Asteraceae
nie;Euphorbia cyparissias;8;NA;4;3;NA;3;0.175;NA;NA;NA;25.66;perennials;1.9624;17345.26667;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Euphorbiaceae
nie;Euphorbia esula;8;6;5;4;8;NA;0.425;221.935;3.336666667;111.625;40.14;perennials;3.492666667;2149.927083;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Euphorbiaceae
nie;Euphorbia exigua;6;6;4;4;8;4;0.118333333;213;1.073333333;28;26.1;mixed;0.3035;100;r (ruderals);insect;Ste med;Euphorbiaceae
nie;Euphorbia helioscopia;6;NA;3;5;7;7;0.2;196.6666667;12.87505904;457;33.83333333;annuals;2.44;11187.95833;r (ruderals);selfing;Ste med;Euphorbiaceae
wysoka;Euphorbia lucida;7;6;6;7;7;5;0.85;NA;NA;NA;NA;perennials;4.434444444;NA;cs (competitors/stress-tolerators);insect;Mol-Arr;Euphorbiaceae
nie;Euphorbia marginata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;annuals;NA;NA;NA;NA;0;Euphorbiaceae
wysoka;Euphorbia palustris;8;6;6;8;8;NA;0.975;323.76;29.88;616;20.38;perennials;9.4425;4476.681818;cs (competitors/stress-tolerators);insect;Sal pur;Euphorbiaceae
nie;Euphorbia peplus;6;6;3;4;NA;7;0.166666667;177;1.765363128;79;37.75;annuals;0.4935;1612.5;r (ruderals);selfing;0;Euphorbiaceae
wysoka;Euphrasia curta;8;5;3;5;4;1;0.35;253.74;1.515;44;NA;annuals;0.16968;21.08333333;r (ruderals);selfing;Cal-Uli;Scrophulariaceae
wysoka;Euphrasia rostkoviana;6;NA;3;NA;NA;4;0.235;247;3.108108108;40;NA;annuals;0.131;135350.3167;r (ruderals);selfing;Mol-Arr;Scrophulariaceae
nie;Euphrasia stricta;8;NA;4;4;NA;2;NA;222.605;1.295;30.5;23.295;annuals;0.1222;53072.38095;r (ruderals);selfing;Fes-Bro;Scrophulariaceae
nie;Fagopyrum esculentum;NA;NA;NA;NA;NA;NA;0.375;NA;NA;NA;NA;annuals;NA;NA;cr (competitors/ruderals);selfing;0;Polygonaceae
nie;Fagus sylvatica;3;5;2;5;NA;NA;32.1875;309.25;NA;2027.675;17.38931466;perennials;177.0824;4444.909091;c (competitors);wind;Que-Fag;Fagaceae
nie;Falcaria vulgaris;7;7;6;3;9;NA;0.425;187.955;549.33125;6503.125;12.585;mixed;0.93;2000;cs (competitors/stress-tolerators);insect;Art vul;Apiaceae
nie;Fallopia convolvulus;7;6;NA;5;NA;6;0.6875;200;44.26278724;602.6666667;23.875;mixed;4.038;5648.333333;cr (competitors/ruderals);selfing;Ste med;Polygonaceae
nie;Fallopia dumetorum;6;6;4;5;NA;7;1.875;214.7033333;85.6;1530.476667;34.58333333;perennials;3.3956;2769.55;cr (competitors/ruderals);selfing;Art vul;Polygonaceae
nie;Festuca arundinacea;8;5;NA;7;7;5;0.6;234;217.2665492;4002.5;17.74370092;perennials;2.048583333;38777.1111;c (competitors);wind;Mol-Arr;Poaceae
niska;Festuca gigantea;4;5;3;7;6;6;0.975;216;123.0660057;3341;28.73333333;perennials;2.8575;2972.095238;cs (competitors/stress-tolerators);wind;Que-Fag;Poaceae
niska;Festuca nigrescens;7;NA;4;NA;3;2;0.4125;NA;NA;NA;NA;perennials;1.182;NA;c (competitors);wind;0;Poaceae
nie;Festuca ovina;7;NA;3;NA;3;1;0.1525;324.33;2.545583893;25.897;14.8875;perennials;0.435720879;6175.082258;csr (competitors/stress-tolerators/ruderals);wind;Koe-Cor;Poaceae
nie;Festuca pratensis;8;NA;3;6;NA;6;0.55;265.255;24.92950873;527.5;25.01666667;perennials;1.94775;125630.75;c (competitors);wind;Mol-Arr;Poaceae
nie;Festuca rubra;NA;NA;5;6;6;NA;0.483333333;267;24.58139481;382;20.03014286;perennials;0.910514286;30068.25;c (competitors);wind;Mol-Arr;Poaceae
niska;Festuca tenuifolia;7;6;2;4;3;2;0.225;NA;NA;NA;NA;perennials;0.309866667;NA;cs (competitors/stress-tolerators);wind;Cal-Uli;Poaceae
nie;Festuca trachyphylla;8;6;6;3;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;cs (competitors/stress-tolerators);wind;Fes-Bro;Poaceae
nie;Ficaria verna;4;5;3;6;7;7;0.116666667;117.5;17.3984574;673;NA;perennials;1.938133333;49.11111111;csr (competitors/stress-tolerators/ruderals);insect;Que-Fag;Ranunculaceae
nie;Filaginella uliginosa;7;6;4;7;4;4;0.125;162.6175;1.814755747;68.8125;37.77299532;annuals;0.009666667;1718294.778;r (ruderals);selfing;Iso-Jun;Asteraceae
niska;Filipendula ulmaria;7;5;NA;8;NA;5;0.791666667;391;470.5;10234.5;24.33401857;perennials;0.749785714;12084.30152;c (competitors);selfing;Mol-Arr;Rosaceae
wysoka;Filipendula vulgaris;7;6;5;3;8;2;0.325;295;141.8009479;3520;18.39414894;perennials;0.786672727;345.825;csr (competitors/stress-tolerators/ruderals);wind;Fes-Bro;Rosaceae
nie;Forsythia suspensa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;c (competitors);insect;0;Oleaceae
nie;Fragaria vesca;7;NA;5;5;NA;6;0.108333333;388;132.861162;2393.5;23.33030769;perennials;19.87672667;6643.451515;csr (competitors/stress-tolerators/ruderals);selfing;Tri-Ger;Rosaceae
wysoka;Fragaria viridis;7;5;5;3;8;3;0.0625;327.33;66.43;947.1325;17.12396899;perennials;0.375125;NA;csr (competitors/stress-tolerators/ruderals);insect;Tri-Ger;Rosaceae
nie;Fragaria x ananassa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;csr (competitors/stress-tolerators/ruderals);selfing;0;Rosaceae
niska;Frangula alnus;6;6;5;8;4;NA;3.857142857;256;78.8;964.55;19.68483525;perennials;125.9291429;226.5;c (competitors);insect;Rha-Pru;Rhamnaceae
nie;Fraxinus excelsior;4;5;3;NA;7;7;26.14285714;256.5;NA;1426.54;13.56451573;perennials;58.4213475;25002;c (competitors);wind;Que-Fag;Oleaceae
nie;Fraxinus pensylvanica;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;perennials;35.7;NA;c (competitors);wind;0;Oleaceae
nie;Fumaria officinalis;6;6;3;5;6;7;0.6;133;7.147196262;266;28.53800866;mixed;3.092028571;4765.111112;r (ruderals);selfing;Ste med;Fumariaceae
niska;Fumaria schleicheri;7;7;6;4;8;7;0.2;NA;NA;NA;NA;annuals;NA;NA;r (ruderals);selfing;0;Fumariaceae
nie;Gagea arvensis;6;7;5;4;6;5;0.125;NA;NA;NA;NA;mixed;NA;NA;csr (competitors/stress-tolerators/ruderals);selfing;0;Liliaceae
wysoka;Gagea lutea;4;5;4;6;7;7;0.2;103;26.393523;631;23.9;perennials;3.3635;90;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Liliaceae
nie;Gagea pratensis;7;6;5;4;8;6;0.14;NA;NA;NA;NA;perennials;NA;NA;csr (competitors/stress-tolerators/ruderals);selfing;0;Liliaceae
nie;Galanthus nivalis;5;6;4;6;7;7;0.14;102.88;46.75;1403.5;28.31;perennials;6.392;20.16666667;csr (competitors/stress-tolerators/ruderals);insect;0;Amaryllidaceae
nie;Galeopsis angustifolia;8;7;4;2;8;4;0.308333333;267.755;6.773956387;161.5;18.695;annuals;1.6882;112.5;cr (competitors/ruderals);selfing;Tha rot;Lamiaceae
nie;Galeopsis bifida;7;5;5;5;6;6;0.383333333;NA;NA;NA;NA;annuals;3.560161905;24136.29167;cr (competitors/ruderals);selfing;Art vul;Lamiaceae
nie;Galeopsis ladanum;8;5;5;4;8;3;0.45;186.415;22.1625;408.875;19.36;annuals;1.2;300;cr (competitors/ruderals);selfing;Ste med;Lamiaceae
nie;Galeopsis pubescens;7;5;4;5;NA;6;0.35;170.87;8.34;NA;65.36;annuals;4.409;70277.77777;cr (competitors/ruderals);insect;Art vul;Lamiaceae
nie;Galeopsis tetrahit;7;NA;3;5;NA;6;0.35;176;82.27985687;2390;31.50333333;annuals;4.347911111;4090.333333;cr (competitors/ruderals);selfing;Art vul;Lamiaceae
nie;Galinsoga ciliata;7;6;4;4;6;7;0.335;130.5333333;23.55885;1102;38.4;annuals;0.201257143;3500;cr (competitors/ruderals);selfing;Ste med;Asteraceae
nie;Galinsoga parviflora;7;6;3;5;5;8;0.325;248.46;13.37;535.215;39.0775;annuals;0.200285714;101702.8182;cr (competitors/ruderals);selfing;Ste med;Asteraceae
nie;Galium aparine;7;6;3;NA;6;8;0.708333333;140;5.695810579;161.3333333;34.67857143;mixed;9.445486667;2310.794872;cr (competitors/ruderals);selfing;Art vul;Rubiaceae
niska;Galium boreale;6;6;7;6;8;2;0.316666667;209.97;2.395;49.005;19.36809594;perennials;0.709;103.7;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Rubiaceae
nie;Galium mollugo;7;6;3;4;7;NA;0.5;169.4566667;2.369590205;80.5;27.22450549;perennials;0.732290909;44524.91667;c (competitors);selfing;Mol-Arr;Rubiaceae
nie;Galium odoratum;2;5;2;5;6;5;0.216666667;243;13.6360262;361;51.045;perennials;6.761222222;598.1964286;s (stress-tolerators);selfing;Que-Fag;Rubiaceae
niska;Galium palustre;6;5;3;9;NA;4;0.435;181.26;0.740870733;32.5;34.3;perennials;0.9095;299.575;cs (competitors/stress-tolerators);selfing;Phr aus;Rubiaceae
nie;Galium spurium;7;NA;5;5;8;5;0.65;NA;NA;NA;NA;mixed;1.95308;785;cr (competitors/ruderals);selfing;Ste med;Rubiaceae
niska;Galium uliginosum;6;5;NA;8;NA;2;0.266666667;245.22;0.424065934;13;33.48;perennials;0.3986;11823.48519;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Rubiaceae
nie;Galium verum;7;6;NA;4;7;3;0.383333333;228.1325;0.803690617;15.66666667;21.37469129;perennials;0.505970833;6201.7125;cs (competitors/stress-tolerators);wind;0;Rubiaceae
niska;Genista tinctoria;8;6;3;6;6;1;0.5125;248;7.5744204;134.69;17.684;perennials;3.571542857;56652;cs (competitors/stress-tolerators);insect;Cal-Uli;Fabaceae
wysoka;Gentiana pneumonanthe;8;5;3;7;NA;1;0.203333333;233.44;8.4;121;16.44;perennials;0.05581;486.6666667;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Gentianaceae
wysoka;Gentianella uliginosa;8;6;2;6;7;2;0.066666667;NA;3.85;125.25;30.91;mixed;0.1332;NA;csr (competitors/stress-tolerators/ruderals);selfing;Sch-Car;Gentianaceae
nie;Geranium molle;7;6;3;4;5;4;0.183333333;186.6666667;26.70498686;709.6666667;27.62857143;mixed;1.086875;18.96551724;r (ruderals);selfing;Mol-Arr;Geraniaceae
niska;Geranium palustre;8;5;4;7;8;7;0.575;209.39;223.44;4514.75;20.44;perennials;4.31;NA;c (competitors);insect;Mol-Arr;Geraniaceae
nie;Geranium pratense;8;6;5;5;8;7;0.408333333;237.5;658.8;13898.5;21.175;perennials;8.36064;700.4583333;c (competitors);insect;Mol-Arr;Geraniaceae
nie;Geranium pusillum;7;6;5;4;NA;7;0.183333333;201.6666667;74.34298168;1898.666667;25.5;mixed;0.800636364;38865.22223;c (competitors);selfing;Ste med;Geraniaceae
nie;Geranium pyrenaicum;8;6;4;5;7;8;0.375;209;188.9;4880;27.765;perennials;1.67608;NA;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Geraniaceae
nie;Geranium robertianum;5;NA;3;NA;NA;7;0.216666667;185.6666667;41.1824692;1224;32.40857143;mixed;1.453258333;2362.735714;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Geraniaceae
wysoka;Geranium sanguineum;7;6;4;3;8;3;0.216666667;259;57.27194464;1167;21.83333333;perennials;9.676066667;2250.555556;csr (competitors/stress-tolerators/ruderals);selfing;Tri-Ger;Geraniaceae
niska;Geum rivale;6;NA;5;8;NA;4;0.316666667;237;288.0873672;6428;20.61973113;perennials;1.024766667;1368.257143;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Rosaceae
nie;Geum urbanum;4;5;5;5;NA;7;0.366666667;302;151.9693888;3441;37.71285714;perennials;2.047383333;3018.149123;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Rosaceae
nie;Glechoma hederacea;6;6;3;6;NA;7;0.27;160;20.95670149;882;34.9313547;perennials;0.6684;38618.16667;csr (competitors/stress-tolerators/ruderals);insect;Art vul;Lamiaceae
niska;Glyceria fluitans;7;NA;3;9;NA;7;0.5;277.9;28.6974855;1118.583333;35.57083921;perennials;1.1985;8775.378571;cs (competitors/stress-tolerators);wind;Phr aus;Poaceae
niska;Glyceria maxima;9;5;NA;10;8;9;1.3;248.58;307.323307;9863;19.78808995;perennials;0.571;214217;cs (competitors/stress-tolerators);wind;Phr aus;Poaceae
niska;Glyceria plicata;8;5;3;10;8;8;NA;204;23.94746182;797.5;36.78333333;perennials;0.968875;275;cs (competitors/stress-tolerators);selfing;Phr aus;Poaceae
niska;Gnaphalium luteo-album;7;6;5;7;5;3;0.15;192.805;3.596666667;132.125;38.395;annuals;0.011333333;663.34375;r (ruderals);insect;Iso-Jun;Asteraceae
nie;Godetia grandiflora;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Onagraceae
wysoka;Gratiola officinalis;7;7;5;8;7;4;0.275;188.87;5.97;158.75;29.48;perennials;0.025333333;NA;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Scrophulariaceae
wysoka;Gypsophila fastigiata;8;8;5;2;6;1;0.175;NA;NA;NA;NA;perennials;0.439;NA;s (stress-tolerators);insect;Koe-Cor;Caryophyllaceae
nie;Gypsophila muralis;8;6;5;8;3;3;0.12;NA;NA;NA;NA;annuals;0.0312;550;sr (stress-tolerators/ruderals);selfing;Ste med;Caryophyllaceae
nie;Gypsophila paniculata;NA;NA;NA;NA;NA;NA;0.7;NA;NA;NA;NA;perennials;0.687;NA;cs (competitors/stress-tolerators);selfing;0;Caryophyllaceae
nie;Hedera helix;4;5;2;5;NA;NA;12.35;253.7777778;NA;1736.533333;11.77272727;perennials;73.695175;2674.5;cs (competitors/stress-tolerators);insect;Que-Fag;Araliaceae
wysoka;Helianthemum ovatum;8;5;4;3;9;2;0.114;264;5.539920949;72.025;NA;perennials;1.090727273;114.5;cs (competitors/stress-tolerators);wind;Fes-Bro;Cistaceae
nie;Helianthus annuus;NA;NA;NA;NA;NA;NA;1.8;131.12;534;10901;19.425;annuals;NA;564.2857143;cr (competitors/ruderals);insect;0;Asteraceae
nie;Helianthus tuberosus;8;7;NA;6;7;8;1.75;125.95;628.25;19578.5;32.81;perennials;NA;77.9;c (competitors);insect;Art vul;Asteraceae
nie;Helichrysum arenarium;8;6;7;2;5;1;0.2;225.86;20.45;404.5;19.11;perennials;0.052;1383.136364;csr (competitors/stress-tolerators/ruderals);selfing;Koe-Cor;Asteraceae
