"station";"date";"temp";"day";"month";"year"
"31131";"Zakopane";1995-03-26;0.5;26;3;1995
"31132";"Zakopane";1995-03-27;3.7;27;3;1995
"31133";"Zakopane";1995-03-28;-4.6;28;3;1995
"31134";"Zakopane";1995-03-29;-5;29;3;1995
"31135";"Zakopane";1995-03-30;-3.9;30;3;1995
"31136";"Zakopane";1995-03-31;-4.4;31;3;1995
"31137";"Zakopane";1995-04-01;-3;1;4;1995
"31138";"Zakopane";1995-04-02;2.6;2;4;1995
"31139";"Zakopane";1995-04-03;8.4;3;4;1995
"31140";"Zakopane";1995-04-04;7.5;4;4;1995
"31141";"Zakopane";1995-04-05;2.7;5;4;1995
"31142";"Zakopane";1995-04-06;5;6;4;1995
"31143";"Zakopane";1995-04-07;5.5;7;4;1995
"31144";"Zakopane";1995-04-08;-0.8;8;4;1995
"31145";"Zakopane";1995-04-09;-3;9;4;1995
"31146";"Zakopane";1995-04-10;-3.5;10;4;1995
"31147";"Zakopane";1995-04-11;-3.6;11;4;1995
"31148";"Zakopane";1995-04-12;-2.5;12;4;1995
"31149";"Zakopane";1995-04-13;-3;13;4;1995
"31150";"Zakopane";1995-04-14;-1.7;14;4;1995
"31151";"Zakopane";1995-04-15;-0.2;15;4;1995
"31152";"Zakopane";1995-04-16;1.9;16;4;1995
"31153";"Zakopane";1995-04-17;2.7;17;4;1995
"31154";"Zakopane";1995-04-18;4.9;18;4;1995
"31155";"Zakopane";1995-04-19;8.1;19;4;1995
"31156";"Zakopane";1995-04-20;11.7;20;4;1995
"31157";"Zakopane";1995-04-21;12.2;21;4;1995
"31158";"Zakopane";1995-04-22;13.7;22;4;1995
"31159";"Zakopane";1995-04-23;13.5;23;4;1995
"31160";"Zakopane";1995-04-24;10.8;24;4;1995
"31161";"Zakopane";1995-04-25;8.9;25;4;1995
"31162";"Zakopane";1995-04-26;6.9;26;4;1995
"31163";"Zakopane";1995-04-27;6.2;27;4;1995
"31164";"Zakopane";1995-04-28;8;28;4;1995
"31165";"Zakopane";1995-04-29;6.9;29;4;1995
"31166";"Zakopane";1995-04-30;8.8;30;4;1995
"31167";"Zakopane";1995-05-01;7.3;1;5;1995
"31168";"Zakopane";1995-05-02;3.2;2;5;1995
"31169";"Zakopane";1995-05-03;3.8;3;5;1995
"31170";"Zakopane";1995-05-04;6.3;4;5;1995
"31171";"Zakopane";1995-05-05;8.9;5;5;1995
"31172";"Zakopane";1995-05-06;10.8;6;5;1995
"31173";"Zakopane";1995-05-07;10.4;7;5;1995
"31174";"Zakopane";1995-05-08;9.8;8;5;1995
"31175";"Zakopane";1995-05-09;8;9;5;1995
"31176";"Zakopane";1995-05-10;4.9;10;5;1995
"31177";"Zakopane";1995-05-11;6.1;11;5;1995
"31178";"Zakopane";1995-05-12;9.8;12;5;1995
"31179";"Zakopane";1995-05-13;12.5;13;5;1995
"31180";"Zakopane";1995-05-14;4.2;14;5;1995
"31181";"Zakopane";1995-05-15;3;15;5;1995
"31182";"Zakopane";1995-05-16;6.7;16;5;1995
"31183";"Zakopane";1995-05-17;9.8;17;5;1995
"31184";"Zakopane";1995-05-18;12.1;18;5;1995
"31185";"Zakopane";1995-05-19;9;19;5;1995
"31186";"Zakopane";1995-05-20;3.8;20;5;1995
"31187";"Zakopane";1995-05-21;4.3;21;5;1995
"31188";"Zakopane";1995-05-22;5.5;22;5;1995
"31189";"Zakopane";1995-05-23;8;23;5;1995
"31190";"Zakopane";1995-05-24;10.5;24;5;1995
"31191";"Zakopane";1995-05-25;13.3;25;5;1995
"31192";"Zakopane";1995-05-26;15.7;26;5;1995
"31193";"Zakopane";1995-05-27;17.1;27;5;1995
"31194";"Zakopane";1995-05-28;15;28;5;1995
"31195";"Zakopane";1995-05-29;15.2;29;5;1995
"31196";"Zakopane";1995-05-30;14.7;30;5;1995
"31197";"Zakopane";1995-05-31;16.2;31;5;1995
"31198";"Zakopane";1995-06-01;16.3;1;6;1995
"31199";"Zakopane";1995-06-02;15.2;2;6;1995
"31200";"Zakopane";1995-06-03;7.4;3;6;1995
"31201";"Zakopane";1995-06-04;9.4;4;6;1995
"31202";"Zakopane";1995-06-05;12;5;6;1995
"31203";"Zakopane";1995-06-06;13.8;6;6;1995
"31204";"Zakopane";1995-06-07;11.6;7;6;1995
"31205";"Zakopane";1995-06-08;14.1;8;6;1995
"31206";"Zakopane";1995-06-09;14.8;9;6;1995
"31207";"Zakopane";1995-06-10;14.1;10;6;1995
"31208";"Zakopane";1995-06-11;14.8;11;6;1995
"31209";"Zakopane";1995-06-12;13.7;12;6;1995
"31210";"Zakopane";1995-06-13;15.2;13;6;1995
"31211";"Zakopane";1995-06-14;12.5;14;6;1995
"31212";"Zakopane";1995-06-15;13.7;15;6;1995
"31213";"Zakopane";1995-06-16;12.7;16;6;1995
"31214";"Zakopane";1995-06-17;13;17;6;1995
"31215";"Zakopane";1995-06-18;12.7;18;6;1995
"31216";"Zakopane";1995-06-19;13.7;19;6;1995
"31217";"Zakopane";1995-06-20;14.7;20;6;1995
"31218";"Zakopane";1995-06-21;17.8;21;6;1995
"31219";"Zakopane";1995-06-22;11.5;22;6;1995
"31220";"Zakopane";1995-06-23;7.8;23;6;1995
"31221";"Zakopane";1995-06-24;10.1;24;6;1995
"31222";"Zakopane";1995-06-25;11.1;25;6;1995
"31223";"Zakopane";1995-06-26;11.1;26;6;1995
"31224";"Zakopane";1995-06-27;12.4;27;6;1995
"31225";"Zakopane";1995-06-28;13.8;28;6;1995
"31226";"Zakopane";1995-06-29;14.1;29;6;1995
"31227";"Zakopane";1995-06-30;16.8;30;6;1995
"31228";"Zakopane";1995-07-01;18.3;1;7;1995
"31229";"Zakopane";1995-07-02;16;2;7;1995
"31230";"Zakopane";1995-07-03;19.4;3;7;1995
"31231";"Zakopane";1995-07-04;16.2;4;7;1995
"31232";"Zakopane";1995-07-05;13.9;5;7;1995
"31233";"Zakopane";1995-07-06;13.4;6;7;1995
"31234";"Zakopane";1995-07-07;14.5;7;7;1995
"31235";"Zakopane";1995-07-08;17.1;8;7;1995
"31236";"Zakopane";1995-07-09;18.5;9;7;1995
"31237";"Zakopane";1995-07-10;19.7;10;7;1995
"31238";"Zakopane";1995-07-11;18.1;11;7;1995
"31239";"Zakopane";1995-07-12;17.3;12;7;1995
"31240";"Zakopane";1995-07-13;17.2;13;7;1995
"31241";"Zakopane";1995-07-14;17.2;14;7;1995
"31242";"Zakopane";1995-07-15;18.2;15;7;1995
"31243";"Zakopane";1995-07-16;17.3;16;7;1995
"31244";"Zakopane";1995-07-17;16.8;17;7;1995
"31245";"Zakopane";1995-07-18;16.7;18;7;1995
"31246";"Zakopane";1995-07-19;15.4;19;7;1995
"31247";"Zakopane";1995-07-20;16.8;20;7;1995
"31248";"Zakopane";1995-07-21;18.9;21;7;1995
"31249";"Zakopane";1995-07-22;20.4;22;7;1995
"31250";"Zakopane";1995-07-23;14.6;23;7;1995
"31251";"Zakopane";1995-07-24;12.3;24;7;1995
"31252";"Zakopane";1995-07-25;14.2;25;7;1995
"31253";"Zakopane";1995-07-26;15.8;26;7;1995
"31254";"Zakopane";1995-07-27;16.5;27;7;1995
"31255";"Zakopane";1995-07-28;16.9;28;7;1995
"31256";"Zakopane";1995-07-29;15.8;29;7;1995
"31257";"Zakopane";1995-07-30;17;30;7;1995
"31258";"Zakopane";1995-07-31;18;31;7;1995
"31259";"Zakopane";1995-08-01;15.8;1;8;1995
"31260";"Zakopane";1995-08-02;13.4;2;8;1995
"31261";"Zakopane";1995-08-03;12.6;3;8;1995
"31262";"Zakopane";1995-08-04;14.2;4;8;1995
"31263";"Zakopane";1995-08-05;15.1;5;8;1995
"31264";"Zakopane";1995-08-06;14.6;6;8;1995
"31265";"Zakopane";1995-08-07;16.6;7;8;1995
"31266";"Zakopane";1995-08-08;14.4;8;8;1995
"31267";"Zakopane";1995-08-09;12.1;9;8;1995
"31268";"Zakopane";1995-08-10;12.8;10;8;1995
"31269";"Zakopane";1995-08-11;13.3;11;8;1995
"31270";"Zakopane";1995-08-12;13;12;8;1995
"31271";"Zakopane";1995-08-13;15.1;13;8;1995
"31272";"Zakopane";1995-08-14;16.9;14;8;1995
"31273";"Zakopane";1995-08-15;12.3;15;8;1995
"31274";"Zakopane";1995-08-16;11.2;16;8;1995
"31275";"Zakopane";1995-08-17;14.5;17;8;1995
"31276";"Zakopane";1995-08-18;15.7;18;8;1995
"31277";"Zakopane";1995-08-19;17;19;8;1995
"31278";"Zakopane";1995-08-20;16.6;20;8;1995
"31279";"Zakopane";1995-08-21;15.7;21;8;1995
"31280";"Zakopane";1995-08-22;15.9;22;8;1995
"31281";"Zakopane";1995-08-23;18.2;23;8;1995
"31282";"Zakopane";1995-08-24;18.4;24;8;1995
"31283";"Zakopane";1995-08-25;16.1;25;8;1995
"31284";"Zakopane";1995-08-26;14.8;26;8;1995
"31285";"Zakopane";1995-08-27;11.3;27;8;1995
"31286";"Zakopane";1995-08-28;9.3;28;8;1995
"31287";"Zakopane";1995-08-29;7.3;29;8;1995
"31288";"Zakopane";1995-08-30;6.1;30;8;1995
"31289";"Zakopane";1995-08-31;7.2;31;8;1995
"31290";"Zakopane";1995-09-01;7.7;1;9;1995
"31291";"Zakopane";1995-09-02;7.1;2;9;1995
"31292";"Zakopane";1995-09-03;10.5;3;9;1995
"31293";"Zakopane";1995-09-04;9;4;9;1995
"31294";"Zakopane";1995-09-05;9.4;5;9;1995
"31295";"Zakopane";1995-09-06;9.4;6;9;1995
"31296";"Zakopane";1995-09-07;10.8;7;9;1995
"31297";"Zakopane";1995-09-08;14.4;8;9;1995
"31298";"Zakopane";1995-09-09;10.7;9;9;1995
"31299";"Zakopane";1995-09-10;10.8;10;9;1995
"31300";"Zakopane";1995-09-11;11.2;11;9;1995
"31301";"Zakopane";1995-09-12;14;12;9;1995
"31302";"Zakopane";1995-09-13;15.7;13;9;1995
"31303";"Zakopane";1995-09-14;17.4;14;9;1995
"31304";"Zakopane";1995-09-15;12.6;15;9;1995
"31305";"Zakopane";1995-09-16;9.1;16;9;1995
"31306";"Zakopane";1995-09-17;9.9;17;9;1995
"31307";"Zakopane";1995-09-18;9.2;18;9;1995
"31308";"Zakopane";1995-09-19;10.9;19;9;1995
"31309";"Zakopane";1995-09-20;13.1;20;9;1995
"31310";"Zakopane";1995-09-21;9.7;21;9;1995
"31311";"Zakopane";1995-09-22;6.9;22;9;1995
"31312";"Zakopane";1995-09-23;7.5;23;9;1995
"31313";"Zakopane";1995-09-24;9.1;24;9;1995
"31314";"Zakopane";1995-09-25;7.4;25;9;1995
"31315";"Zakopane";1995-09-26;8.1;26;9;1995
"31316";"Zakopane";1995-09-27;10.2;27;9;1995
"31317";"Zakopane";1995-09-28;7.2;28;9;1995
"31318";"Zakopane";1995-09-29;2.4;29;9;1995
"31319";"Zakopane";1995-09-30;3;30;9;1995
"31320";"Zakopane";1995-10-01;1.3;1;10;1995
"31321";"Zakopane";1995-10-02;4.4;2;10;1995
"31322";"Zakopane";1995-10-03;7.5;3;10;1995
"31323";"Zakopane";1995-10-04;9.7;4;10;1995
"31324";"Zakopane";1995-10-05;10.6;5;10;1995
"31325";"Zakopane";1995-10-06;11.2;6;10;1995
"31326";"Zakopane";1995-10-07;12.5;7;10;1995
"31327";"Zakopane";1995-10-08;12;8;10;1995
"31328";"Zakopane";1995-10-09;11.3;9;10;1995
"31329";"Zakopane";1995-10-10;11.4;10;10;1995
"31330";"Zakopane";1995-10-11;12.7;11;10;1995
"31331";"Zakopane";1995-10-12;11.8;12;10;1995
"31332";"Zakopane";1995-10-13;10.7;13;10;1995
"31333";"Zakopane";1995-10-14;9.5;14;10;1995
"31334";"Zakopane";1995-10-15;7.3;15;10;1995
"31335";"Zakopane";1995-10-16;8.8;16;10;1995
"31336";"Zakopane";1995-10-17;6.6;17;10;1995
"31337";"Zakopane";1995-10-18;7.4;18;10;1995
"31338";"Zakopane";1995-10-19;10.5;19;10;1995
"31339";"Zakopane";1995-10-20;9.6;20;10;1995
"31340";"Zakopane";1995-10-21;3.3;21;10;1995
"31341";"Zakopane";1995-10-22;1.4;22;10;1995
"31342";"Zakopane";1995-10-23;0.8;23;10;1995
"31343";"Zakopane";1995-10-24;2.2;24;10;1995
"31344";"Zakopane";1995-10-25;3.5;25;10;1995
"31345";"Zakopane";1995-10-26;4.9;26;10;1995
"31346";"Zakopane";1995-10-27;4.9;27;10;1995
"31347";"Zakopane";1995-10-28;6.4;28;10;1995
"31348";"Zakopane";1995-10-29;7.9;29;10;1995
"31349";"Zakopane";1995-10-30;8.1;30;10;1995
"31350";"Zakopane";1995-10-31;5.2;31;10;1995
"31351";"Zakopane";1995-11-01;4.1;1;11;1995
"31352";"Zakopane";1995-11-02;0.6;2;11;1995
"31353";"Zakopane";1995-11-03;0.7;3;11;1995
"31354";"Zakopane";1995-11-04;-4.8;4;11;1995
"31355";"Zakopane";1995-11-05;-5.5;5;11;1995
"31356";"Zakopane";1995-11-06;-4.2;6;11;1995
"31357";"Zakopane";1995-11-07;-2.6;7;11;1995
"31358";"Zakopane";1995-11-08;-5.3;8;11;1995
"31359";"Zakopane";1995-11-09;-5.7;9;11;1995
"31360";"Zakopane";1995-11-10;-0.5;10;11;1995
"31361";"Zakopane";1995-11-11;-2.2;11;11;1995
"31362";"Zakopane";1995-11-12;-0.6;12;11;1995
"31363";"Zakopane";1995-11-13;-2.6;13;11;1995
"31364";"Zakopane";1995-11-14;-0.8;14;11;1995
"31365";"Zakopane";1995-11-15;0.9;15;11;1995
"31366";"Zakopane";1995-11-16;2;16;11;1995
"31367";"Zakopane";1995-11-17;3.9;17;11;1995
"31368";"Zakopane";1995-11-18;-5;18;11;1995
"31369";"Zakopane";1995-11-19;-3.7;19;11;1995
"31370";"Zakopane";1995-11-20;-4;20;11;1995
"31371";"Zakopane";1995-11-21;-7.5;21;11;1995
"31372";"Zakopane";1995-11-22;-9;22;11;1995
"31373";"Zakopane";1995-11-23;-8.1;23;11;1995
"31374";"Zakopane";1995-11-24;-4.4;24;11;1995
"31375";"Zakopane";1995-11-25;-5.7;25;11;1995
"31376";"Zakopane";1995-11-26;-3.3;26;11;1995
"31377";"Zakopane";1995-11-27;-0.8;27;11;1995
"31378";"Zakopane";1995-11-28;0.6;28;11;1995
"31379";"Zakopane";1995-11-29;-1.3;29;11;1995
"31380";"Zakopane";1995-11-30;-2.6;30;11;1995
"31381";"Zakopane";1995-12-01;-5.2;1;12;1995
"31382";"Zakopane";1995-12-02;-3.5;2;12;1995
"31383";"Zakopane";1995-12-03;-2.1;3;12;1995
"31384";"Zakopane";1995-12-04;-6.1;4;12;1995
"31385";"Zakopane";1995-12-05;-7.9;5;12;1995
"31386";"Zakopane";1995-12-06;-7.5;6;12;1995
"31387";"Zakopane";1995-12-07;-0.9;7;12;1995
"31388";"Zakopane";1995-12-08;0.4;8;12;1995
"31389";"Zakopane";1995-12-09;1.1;9;12;1995
"31390";"Zakopane";1995-12-10;0.5;10;12;1995
"31391";"Zakopane";1995-12-11;-2.9;11;12;1995
"31392";"Zakopane";1995-12-12;-4.3;12;12;1995
"31393";"Zakopane";1995-12-13;-7;13;12;1995
"31394";"Zakopane";1995-12-14;-6.5;14;12;1995
"31395";"Zakopane";1995-12-15;-5.7;15;12;1995
"31396";"Zakopane";1995-12-16;-3.7;16;12;1995
"31397";"Zakopane";1995-12-17;-2.7;17;12;1995
"31398";"Zakopane";1995-12-18;-3.6;18;12;1995
"31399";"Zakopane";1995-12-19;-1;19;12;1995
"31400";"Zakopane";1995-12-20;-1.7;20;12;1995
"31401";"Zakopane";1995-12-21;-10.1;21;12;1995
"31402";"Zakopane";1995-12-22;-6.5;22;12;1995
"31403";"Zakopane";1995-12-23;4.7;23;12;1995
"31404";"Zakopane";1995-12-24;5;24;12;1995
"31405";"Zakopane";1995-12-25;-2.8;25;12;1995
"31406";"Zakopane";1995-12-26;-2;26;12;1995
"31407";"Zakopane";1995-12-27;-8.1;27;12;1995
"31408";"Zakopane";1995-12-28;-13.1;28;12;1995
"31409";"Zakopane";1995-12-29;-15.6;29;12;1995
"31410";"Zakopane";1995-12-30;-13.1;30;12;1995
"31411";"Zakopane";1995-12-31;-9.1;31;12;1995
"31412";"Zakopane";1996-01-01;-4.8;1;1;1996
"31413";"Zakopane";1996-01-02;-7;2;1;1996
"31414";"Zakopane";1996-01-03;-8.8;3;1;1996
"31415";"Zakopane";1996-01-04;-7.8;4;1;1996
"31416";"Zakopane";1996-01-05;-11.6;5;1;1996
"31417";"Zakopane";1996-01-06;-9.7;6;1;1996
"31418";"Zakopane";1996-01-07;-0.4;7;1;1996
"31419";"Zakopane";1996-01-08;0.1;8;1;1996
"31420";"Zakopane";1996-01-09;1.8;9;1;1996
"31421";"Zakopane";1996-01-10;1.1;10;1;1996
"31422";"Zakopane";1996-01-11;5.1;11;1;1996
"31423";"Zakopane";1996-01-12;5;12;1;1996
"31424";"Zakopane";1996-01-13;0.3;13;1;1996
"31425";"Zakopane";1996-01-14;-2.7;14;1;1996
"31426";"Zakopane";1996-01-15;-5.4;15;1;1996
"31427";"Zakopane";1996-01-16;-6.6;16;1;1996
"31428";"Zakopane";1996-01-17;-4;17;1;1996
"31429";"Zakopane";1996-01-18;-1.8;18;1;1996
"31430";"Zakopane";1996-01-19;-6.7;19;1;1996
"31431";"Zakopane";1996-01-20;-9.2;20;1;1996
"31432";"Zakopane";1996-01-21;-9.7;21;1;1996
"31433";"Zakopane";1996-01-22;-12.7;22;1;1996
"31434";"Zakopane";1996-01-23;-13.1;23;1;1996
"31435";"Zakopane";1996-01-24;-13.7;24;1;1996
"31436";"Zakopane";1996-01-25;-13.9;25;1;1996
"31437";"Zakopane";1996-01-26;-11.8;26;1;1996
"31438";"Zakopane";1996-01-27;-6.5;27;1;1996
"31439";"Zakopane";1996-01-28;-7.5;28;1;1996
"31440";"Zakopane";1996-01-29;-7.2;29;1;1996
"31441";"Zakopane";1996-01-30;-8;30;1;1996
"31442";"Zakopane";1996-01-31;-10;31;1;1996
"31443";"Zakopane";1996-02-01;-10.1;1;2;1996
"31444";"Zakopane";1996-02-02;-6.6;2;2;1996
"31445";"Zakopane";1996-02-03;-3.2;3;2;1996
"31446";"Zakopane";1996-02-04;-5.7;4;2;1996
"31447";"Zakopane";1996-02-05;-9.6;5;2;1996
"31448";"Zakopane";1996-02-06;-13.3;6;2;1996
"31449";"Zakopane";1996-02-07;-14;7;2;1996
"31450";"Zakopane";1996-02-08;-13;8;2;1996
"31451";"Zakopane";1996-02-09;-14.4;9;2;1996
"31452";"Zakopane";1996-02-10;-12;10;2;1996
"31453";"Zakopane";1996-02-11;-7.4;11;2;1996
"31454";"Zakopane";1996-02-12;-4.3;12;2;1996
"31455";"Zakopane";1996-02-13;0;13;2;1996
"31456";"Zakopane";1996-02-14;-3.6;14;2;1996
"31457";"Zakopane";1996-02-15;-8;15;2;1996
"31458";"Zakopane";1996-02-16;-4.8;16;2;1996
"31459";"Zakopane";1996-02-17;-0.8;17;2;1996
"31460";"Zakopane";1996-02-18;-1.8;18;2;1996
"31461";"Zakopane";1996-02-19;1.3;19;2;1996
"31462";"Zakopane";1996-02-20;1;20;2;1996
"31463";"Zakopane";1996-02-21;-5.2;21;2;1996
"31464";"Zakopane";1996-02-22;-7.4;22;2;1996
"31465";"Zakopane";1996-02-23;-8.8;23;2;1996
"31466";"Zakopane";1996-02-24;-8.1;24;2;1996
"31467";"Zakopane";1996-02-25;-7.2;25;2;1996
"31468";"Zakopane";1996-02-26;-4.7;26;2;1996
"31469";"Zakopane";1996-02-27;-2.2;27;2;1996
"31470";"Zakopane";1996-02-28;-2.7;28;2;1996
"31471";"Zakopane";1996-02-29;-3.3;29;2;1996
"31472";"Zakopane";1996-03-01;-4.7;1;3;1996
"31473";"Zakopane";1996-03-02;-7.2;2;3;1996
"31474";"Zakopane";1996-03-03;-9;3;3;1996
"31475";"Zakopane";1996-03-04;-10.4;4;3;1996
"31476";"Zakopane";1996-03-05;-7.2;5;3;1996
"31477";"Zakopane";1996-03-06;-3.5;6;3;1996
"31478";"Zakopane";1996-03-07;-5.6;7;3;1996
"31479";"Zakopane";1996-03-08;-6.8;8;3;1996
"31480";"Zakopane";1996-03-09;-8.2;9;3;1996
"31481";"Zakopane";1996-03-10;-11.1;10;3;1996
"31482";"Zakopane";1996-03-11;-11;11;3;1996
"31483";"Zakopane";1996-03-12;-8.1;12;3;1996
"31484";"Zakopane";1996-03-13;-4;13;3;1996
"31485";"Zakopane";1996-03-14;-0.4;14;3;1996
"31486";"Zakopane";1996-03-15;0.8;15;3;1996
"31487";"Zakopane";1996-03-16;0.6;16;3;1996
"31488";"Zakopane";1996-03-17;1.2;17;3;1996
"31489";"Zakopane";1996-03-18;0.5;18;3;1996
"31490";"Zakopane";1996-03-19;-0.3;19;3;1996
"31491";"Zakopane";1996-03-20;-2.7;20;3;1996
"31492";"Zakopane";1996-03-21;-1.3;21;3;1996
"31493";"Zakopane";1996-03-22;0.3;22;3;1996
"31494";"Zakopane";1996-03-23;1.4;23;3;1996
"31495";"Zakopane";1996-03-24;0.4;24;3;1996
"31496";"Zakopane";1996-03-25;-0.8;25;3;1996
"31497";"Zakopane";1996-03-26;-0.1;26;3;1996
"31498";"Zakopane";1996-03-27;-1;27;3;1996
"31499";"Zakopane";1996-03-28;-5.6;28;3;1996
"31500";"Zakopane";1996-03-29;-3.5;29;3;1996
"31501";"Zakopane";1996-03-30;-1.7;30;3;1996
"31502";"Zakopane";1996-03-31;-3.9;31;3;1996
"31503";"Zakopane";1996-04-01;-3.3;1;4;1996
"31504";"Zakopane";1996-04-02;-1.7;2;4;1996
"31505";"Zakopane";1996-04-03;1.9;3;4;1996
"31506";"Zakopane";1996-04-04;1.4;4;4;1996
"31507";"Zakopane";1996-04-05;2.3;5;4;1996
"31508";"Zakopane";1996-04-06;2.9;6;4;1996
"31509";"Zakopane";1996-04-07;4.4;7;4;1996
"31510";"Zakopane";1996-04-08;4.4;8;4;1996
"31511";"Zakopane";1996-04-09;2.5;9;4;1996
"31512";"Zakopane";1996-04-10;1.7;10;4;1996
"31513";"Zakopane";1996-04-11;2.8;11;4;1996
"31514";"Zakopane";1996-04-12;-2.5;12;4;1996
"31515";"Zakopane";1996-04-13;-4.7;13;4;1996
"31516";"Zakopane";1996-04-14;-4;14;4;1996
"31517";"Zakopane";1996-04-15;-2.5;15;4;1996
"31518";"Zakopane";1996-04-16;-1.3;16;4;1996
"31519";"Zakopane";1996-04-17;4;17;4;1996
"31520";"Zakopane";1996-04-18;5.1;18;4;1996
"31521";"Zakopane";1996-04-19;6.8;19;4;1996
"31522";"Zakopane";1996-04-20;8.9;20;4;1996
"31523";"Zakopane";1996-04-21;11.4;21;4;1996
"31524";"Zakopane";1996-04-22;12.4;22;4;1996
"31525";"Zakopane";1996-04-23;15.7;23;4;1996
"31526";"Zakopane";1996-04-24;15.9;24;4;1996
"31527";"Zakopane";1996-04-25;8.9;25;4;1996
"31528";"Zakopane";1996-04-26;8.1;26;4;1996
"31529";"Zakopane";1996-04-27;8.5;27;4;1996
"31530";"Zakopane";1996-04-28;10.5;28;4;1996
"31531";"Zakopane";1996-04-29;11.6;29;4;1996
"31532";"Zakopane";1996-04-30;11.7;30;4;1996
"31533";"Zakopane";1996-05-01;12.2;1;5;1996
"31534";"Zakopane";1996-05-02;12.9;2;5;1996
"31535";"Zakopane";1996-05-03;13;3;5;1996
"31536";"Zakopane";1996-05-04;10;4;5;1996
"31537";"Zakopane";1996-05-05;7.6;5;5;1996
"31538";"Zakopane";1996-05-06;10.1;6;5;1996
"31539";"Zakopane";1996-05-07;12.6;7;5;1996
"31540";"Zakopane";1996-05-08;12.3;8;5;1996
"31541";"Zakopane";1996-05-09;13.2;9;5;1996
"31542";"Zakopane";1996-05-10;10.8;10;5;1996
"31543";"Zakopane";1996-05-11;11.4;11;5;1996
"31544";"Zakopane";1996-05-12;13.7;12;5;1996
"31545";"Zakopane";1996-05-13;12.8;13;5;1996
"31546";"Zakopane";1996-05-14;14.1;14;5;1996
"31547";"Zakopane";1996-05-15;13.7;15;5;1996
"31548";"Zakopane";1996-05-16;12.6;16;5;1996
"31549";"Zakopane";1996-05-17;15.9;17;5;1996
"31550";"Zakopane";1996-05-18;17.6;18;5;1996
"31551";"Zakopane";1996-05-19;19.7;19;5;1996
"31552";"Zakopane";1996-05-20;16.6;20;5;1996
"31553";"Zakopane";1996-05-21;8.3;21;5;1996
"31554";"Zakopane";1996-05-22;7.1;22;5;1996
"31555";"Zakopane";1996-05-23;7.8;23;5;1996
"31556";"Zakopane";1996-05-24;11.4;24;5;1996
"31557";"Zakopane";1996-05-25;15.4;25;5;1996
"31558";"Zakopane";1996-05-26;11.7;26;5;1996
"31559";"Zakopane";1996-05-27;9.8;27;5;1996
"31560";"Zakopane";1996-05-28;6;28;5;1996
"31561";"Zakopane";1996-05-29;5.5;29;5;1996
"31562";"Zakopane";1996-05-30;11.8;30;5;1996
"31563";"Zakopane";1996-05-31;15.6;31;5;1996
"31564";"Zakopane";1996-06-01;18.2;1;6;1996
"31565";"Zakopane";1996-06-02;19.2;2;6;1996
"31566";"Zakopane";1996-06-03;18.3;3;6;1996
"31567";"Zakopane";1996-06-04;13.6;4;6;1996
"31568";"Zakopane";1996-06-05;12.3;5;6;1996
"31569";"Zakopane";1996-06-06;14.6;6;6;1996
"31570";"Zakopane";1996-06-07;18.7;7;6;1996
"31571";"Zakopane";1996-06-08;20.3;8;6;1996
"31572";"Zakopane";1996-06-09;20.8;9;6;1996
"31573";"Zakopane";1996-06-10;18.1;10;6;1996
"31574";"Zakopane";1996-06-11;17.9;11;6;1996
"31575";"Zakopane";1996-06-12;18.8;12;6;1996
"31576";"Zakopane";1996-06-13;12.1;13;6;1996
"31577";"Zakopane";1996-06-14;7.5;14;6;1996
"31578";"Zakopane";1996-06-15;8.4;15;6;1996
"31579";"Zakopane";1996-06-16;8.9;16;6;1996
"31580";"Zakopane";1996-06-17;12.2;17;6;1996
"31581";"Zakopane";1996-06-18;14.7;18;6;1996
"31582";"Zakopane";1996-06-19;14.4;19;6;1996
"31583";"Zakopane";1996-06-20;13.4;20;6;1996
"31584";"Zakopane";1996-06-21;14.6;21;6;1996
"31585";"Zakopane";1996-06-22;16.1;22;6;1996
"31586";"Zakopane";1996-06-23;9.9;23;6;1996
"31587";"Zakopane";1996-06-24;8.5;24;6;1996
"31588";"Zakopane";1996-06-25;9.8;25;6;1996
"31589";"Zakopane";1996-06-26;10.5;26;6;1996
"31590";"Zakopane";1996-06-27;10.9;27;6;1996
"31591";"Zakopane";1996-06-28;10.4;28;6;1996
"31592";"Zakopane";1996-06-29;12.9;29;6;1996
"31593";"Zakopane";1996-06-30;10.7;30;6;1996
"31594";"Zakopane";1996-07-01;11.3;1;7;1996
"31595";"Zakopane";1996-07-02;14.7;2;7;1996
"31596";"Zakopane";1996-07-03;11.6;3;7;1996
"31597";"Zakopane";1996-07-04;14.5;4;7;1996
"31598";"Zakopane";1996-07-05;18.9;5;7;1996
"31599";"Zakopane";1996-07-06;19.3;6;7;1996
"31600";"Zakopane";1996-07-07;14.1;7;7;1996
"31601";"Zakopane";1996-07-08;18.9;8;7;1996
"31602";"Zakopane";1996-07-09;10.5;9;7;1996
"31603";"Zakopane";1996-07-10;11.3;10;7;1996
"31604";"Zakopane";1996-07-11;10.3;11;7;1996
"31605";"Zakopane";1996-07-12;11.8;12;7;1996
"31606";"Zakopane";1996-07-13;16;13;7;1996
"31607";"Zakopane";1996-07-14;18.5;14;7;1996
"31608";"Zakopane";1996-07-15;16.8;15;7;1996
"31609";"Zakopane";1996-07-16;10.9;16;7;1996
"31610";"Zakopane";1996-07-17;9.1;17;7;1996
